Station Number,Station Name,Province,Status,Latitude,Longitude,Year From,Year To,Gross Drainage Area (km2),Effective Drainage Area (km2),Regulation,Data Type,Operation Schedule,Sediment,RHBN,Real-Time,Datum Name,Publishing Office,Operating Agency,Contributed,Elevation
08ND001,AKOLKOLEX RIVER NEAR REVELSTOKE,BC,Discontinued,50.82444,-118.02889,1954,1954,394,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,526.4619140625
08ND002,COLUMBIA RIVER AT REVELSTOKE,BC,Discontinued,51.00806,-118.21917,1918,1987,26700,,R,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,448
08ND003,ILLECILLEWAET RIVER NEAR REVELSTOKE,BC,Discontinued,50.98583,-118.18167,1917,1924,1230,,N,Flow,Miscellaneous,N,N,N,,VANCOUVER,,N,446.0386962891
08ND004,JORDAN RIVER NEAR REVELSTOKE,BC,Discontinued,51.01444,-118.23778,1946,1957,350,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,445
08ND005,ILLECILLEWAET RIVER NEAR GLACIER,BC,Discontinued,51.26639,-117.51778,1915,1915,53.4,,N,Flow,Miscellaneous,N,N,N,,VANCOUVER,,N,1153.5777587891
08ND006,COLUMBIA RIVER AT TWELVE MILE FERRY,BC,Discontinued,50.85306,-118.10667,1944,1968,28500,,N,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,441
08ND007,COLUMBIA RIVER ABOVE NAGLE CREEK,BC,Discontinued,52.05528,-118.58417,1947,1983,21500,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,577.0130004883
08ND009,DOWNIE CREEK NEAR REVELSTOKE,BC,Discontinued,51.47694,-118.42556,1953,1983,655,,N,Flow,Continuous,N,N,N,,VANCOUVER,,N,568
08ND010,COLUMBIA RIVER ABOVE DOWNIE CREEK,BC,Discontinued,51.46194,-118.46861,1953,1964,25000,,N,Flow,Miscellaneous,N,N,N,,VANCOUVER,,N,568
08ND011,COLUMBIA RIVER ABOVE STEAMBOAT RAPIDS,BC,Discontinued,51.04194,-118.21306,1955,1986,26400,,R,Flow,Continuous,Y,N,N,ASSUMED DATUM,VANCOUVER,,N,461.1731262207
08ND012,GOLDSTREAM RIVER BELOW OLD CAMP CREEK,BC,Active,51.66878,-118.5962,1964,2018,934,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N,607.4181518555
08ND013,ILLECILLEWAET RIVER AT GREELEY,BC,Active,51.01263,-118.08514,1963,2018,1150,,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,,N,508
08ND014,JORDAN RIVER ABOVE KIRKUP CREEK,BC,Discontinued,51.04444,-118.26917,1964,1988,272,,N,Flow,Continuous,N,N,N,,VANCOUVER,,N,552.0452270508
08ND015,MICA CREEK NEAR REVELSTOKE,BC,Discontinued,52.01139,-118.5675,1964,1965,82.4,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,570.73046875
08ND016,WEST WOOLSEY CREEK AT SOURCE,BC,Discontinued,51.13389,-118.03611,1967,1974,,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,1586.9536132813
08ND017,KINBASKET LAKE AT MICA DAM,BC,Active,52.07806,-118.56167,1974,2018,,,R,Level,Continuous,N,N,N,GEODETIC SURVEY OF CANADA DATUM,VANCOUVER,BRITISH COLUMBIA HYDRO AND POWER AUTHORITY,Y,746.2912597656
08ND018,STITT CREEK AT THE MOUTH,BC,Discontinued,51.65944,-118.10444,1973,1998,139,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,1253.0659179688
08ND019,KIRBYVILLE CREEK NEAR THE MOUTH,BC,Discontinued,51.63944,-118.67056,1973,2007,112,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,709.634765625
08ND021,GREELEY CREEK ABOVE DIVERSION,BC,Discontinued,51.00972,-118.06028,1984,1984,47,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,590.4169311523
08ND022,DOLAN CREEK ABOVE DIVERSIONS,BC,Discontinued,50.98889,-118.23972,1985,1989,,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,549.9861450195
08ND024,GREELEY CREEK NEAR THE MOUTH,BC,Discontinued,51.01722,-118.06111,1985,1985,47.6,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,524.2147216797
08ND025,REVELSTOKE PROJECT OUTFLOW,BC,Active,51.04444,-118.19722,1986,2018,,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,BRITISH COLUMBIA HYDRO AND POWER AUTHORITY,Y,610.5166625977
08NE001,INCOMAPPLEUX RIVER NEAR BEATON,BC,Discontinued,50.77361,-117.67667,1952,1998,1020,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,466.0730285645
08NE002,COLUMBIA RIVER AT CASTLEGAR,BC,Discontinued,49.33222,-117.67583,1913,1985,36500,,R,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,420
08NE003,COLUMBIA RIVER AT TRAIL,BC,Discontinued,49.09389,-117.69778,1913,1969,88100,,R,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,404
08NE004,PEND D'OREILLE RIVER NEAR WANETA,BC,Discontinued,49.03333,-117.5,1913,1915,68900,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,526
08NE005,CARIBOU CREEK NEAR BURTON CITY,BC,Discontinued,49.98778,-117.89861,1915,1915,531,,N,Flow,Miscellaneous,N,N,N,,VANCOUVER,,N,441
08NE006,KUSKANAX CREEK NEAR NAKUSP,BC,Active,50.28291,-117.73448,1914,2018,330,,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,,N,647.0706176758
08NE007,NAKUSP CREEK NEAR NAKUSP,BC,Discontinued,50.22889,-117.7725,1914,1914,104,,R,Flow,Seasonal,N,N,N,,VANCOUVER,,N,558.8746948242
08NE008,BEATON CREEK NEAR BEATON,BC,Active,50.73446,-117.72935,1952,2018,96.7,,N,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,472.5786132813
08NE009,INONOAKLIN CREEK NEAR EDGEWOOD,BC,Discontinued,49.79,-118.14556,1917,1920,401,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,462
08NE010,PEND OREILLE RIVER AT INTERNATIONAL BOUNDARY,BC,Discontinued,48.99889,-117.3525,1908,1991,65300,,R,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,530
08NE011,WENSLEY CREEK NEAR BROUSE,BC,Discontinued,50.2175,-117.72194,1919,1921,18.1,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,644.423034668
08NE012,INCOMAPPLEUX RIVER NEAR CAMBORNE,BC,Discontinued,50.805,-117.64278,1916,1920,930,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,494
08NE013,IRRIGATION CREEK NEAR EAST ROBSON,BC,Discontinued,49.34139,-117.73306,1921,1921,0.67,,N,Flow,Miscellaneous,N,N,N,,VANCOUVER,,N,436.7191162109
08NE016,FRUITVALE CREEK NEAR FRUITVALE,BC,Discontinued,49.125,-117.56583,1922,1924,5.7,,R,Flow,Seasonal,N,N,N,,VANCOUVER,,N,886.0131835938
08NE017,SHEEP CREEK NEAR SALMO,BC,Discontinued,49.1425,-117.25306,1922,1936,134,,N,Flow,Miscellaneous,N,N,N,,VANCOUVER,,N,662.875793457
08NE019,HADDEN CREEK NEAR ARROW PARK,BC,Discontinued,50.09583,-117.94722,1924,1924,2.15,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,486.638671875
08NE020,SWEETING CREEK NEAR ARROW PARK,BC,Discontinued,50.10472,-117.94611,1924,1926,,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,493.8902282715
08NE021,BROUSE CREEK ABOVE DIVERSIONS,BC,Discontinued,50.25,-117.72778,1975,1986,1.01,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,1135.3387451172
08NE022,BROUSE CREEK NEAR NAKUSP (LOWER STATION),BC,Discontinued,50.23417,-117.75361,1924,1925,6.22,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,591.3762207031
08NE023,MAUCHLINE CREEK NEAR ARROW PARK,BC,Discontinued,50.08167,-117.97139,1923,1926,0.34,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,1118.0578613281
08NE024,MCQUARRIE CREEK NEAR TRAIL,BC,Discontinued,49.10417,-117.69806,1923,1926,1.76,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,468.2767333984
08NE025,BATH CREEK NEAR FRUITVALE,BC,Discontinued,49.09444,-117.57917,1924,1964,3.63,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,801.2727661133
08NE026,BROUSE CREEK (WEST FORK) NEAR NAKUSP,BC,Discontinued,50.23806,-117.75611,1925,1929,4.66,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,632.8511352539
08NE027,FERGUSON CREEK NEAR EDGEWOOD,BC,Discontinued,49.85,-118.16944,1925,1959,1.92,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,545.4421386719
08NE028,RENATA CREEK NEAR RENATA,BC,Discontinued,49.42083,-118.10917,1912,1931,195,,N,Flow,Miscellaneous,N,N,N,,VANCOUVER,,N,469.7550964355
08NE030,MCLEAN CREEK NEAR EDGEWOOD,BC,Discontinued,49.82333,-118.16222,1927,1929,6.99,,R,Flow,Seasonal,N,N,N,,VANCOUVER,,N,503.2226257324
08NE031,BLOOMER CREEK NEAR CASTLEGAR,BC,Discontinued,49.31917,-117.67194,1927,1929,,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,500.7845153809
08NE032,MERRY CREEK NEAR CASTLEGAR,BC,Discontinued,49.29639,-117.67583,1928,1929,,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,701.8662109375
08NE033,TOPPING (STONY) CREEK NEAR TRAIL,BC,Discontinued,49.11194,-117.75,1928,1929,20.7,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,630.7867431641
08NE034,REINECKER CREEK NEAR BURTON,BC,Discontinued,50.02639,-117.90139,1928,1929,3.63,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,442.7786560059
08NE035,STRAUSS CREEK NEAR NAKUSP,BC,Discontinued,50.2375,-117.75722,1928,1929,,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,621.1226806641
08NE036,YMIR CREEK NEAR YMIR,BC,Discontinued,49.29528,-117.20611,1928,1931,80,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,785.908203125
08NE037,ACTIVE CREEK NEAR YMIR,BC,Discontinued,49.25694,-117.14333,1928,1930,11.4,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,943.0350341797
08NE038,UPPER ARROW LAKE AT ARROWHEAD,BC,Discontinued,50.6925,-117.89667,1935,1968,,,N,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,442.4863586426
08NE039,BIG SHEEP CREEK NEAR ROSSLAND,BC,Active,49.01465,-117.9453,1949,2018,347,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N,688.2224121094
08NE042,BEAVER CREEK AT FRUITVALE,BC,Discontinued,49.11528,-117.54028,1929,1972,196,,N,Flow,Miscellaneous,N,N,N,,VANCOUVER,,N,613.2639770508
08NE043,BLUEBERRY CREEK AT BLUEBERRY CREEK,BC,Discontinued,49.24139,-117.66444,1930,1930,147,,R,Flow,Seasonal,N,N,N,,VANCOUVER,,N,442.1510925293
08NE044,SALMO RIVER NEAR WANETA,BC,Discontinued,49.03028,-117.37389,1936,1950,1300,,N,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,535
08NE045,UPPER ARROW LAKE AT NAKUSP,BC,Discontinued,50.23667,-117.80194,1922,1969,,,N,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,441
08NE046,LOWER ARROW LAKE AT NEEDLES,BC,Discontinued,49.87417,-118.09306,1930,1968,,,N,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,441
08NE047,GILLIAM CREEK NEAR ERIE,BC,Discontinued,49.18056,-117.33417,1937,1939,4.14,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,914.7868652344
08NE048,HALFWAY CREEK NEAR SALMO,BC,Discontinued,49.17222,-117.255,1937,1939,7.25,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,745.1110839844
08NE049,COLUMBIA RIVER AT BIRCHBANK,BC,Active,49.17784,-117.71765,1937,2018,87400,,R,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,VANCOUVER,,N,416.3827514648
08NE050,PIN CREEK NEAR FAUQUIER,BC,Discontinued,49.8875,-118.05556,1938,1942,0.85,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,482.2835388184
08NE051,HEART CREEK NEAR FAUQUIER,BC,Discontinued,49.85222,-118.05444,1938,1939,23.8,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,761.4809570313
08NE052,FAUQUIER CREEK NEAR FAUQUIER,BC,Discontinued,49.87278,-118.06194,1938,1944,9.84,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,553.9931030273
08NE053,NUGGET CREEK NEAR SHEEP CREEK,BC,Discontinued,49.15111,-117.145,1938,1939,9.32,,R,Flow,Seasonal,N,N,N,,VANCOUVER,,N,1176.2244873047
08NE054,BILLINGS CREEK NEAR SHEEP CREEK,BC,Discontinued,49.14444,-117.14722,1938,1939,2.85,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,940.4915771484
08NE055,CASINO CREEK NEAR TRAIL,BC,Discontinued,49.05139,-117.66111,1939,1957,0.91,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,901.8280029297
08NE056,KELLY CREEK NEAR FRUITVALE (UPPER STATION),BC,Discontinued,49.11278,-117.49083,1940,1940,19.2,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,969.2266235352
08NE057,KELLY CREEK NEAR FRUITVALE (LOWER STATION),BC,Discontinued,49.105,-117.55278,1940,1942,61.4,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,591.7813110352
08NE058,COLUMBIA RIVER AT INTERNATIONAL BOUNDARY,BC,Active,49.00083,-117.62833,1938,2018,156000,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,415.8877563477
08NE060,BANGOR BROOK NEAR ROSSLAND,BC,Discontinued,49.07306,-117.77556,1944,1944,,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,807.210144043
08NE061,ANDREAS SPRING NEAR TRAIL,BC,Discontinued,49.13917,-117.74361,1944,1947,,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,469.0395507813
08NE062,BALFOUR CREEK NEAR ROBSON,BC,Discontinued,49.34722,-117.73167,1930,1965,10.6,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,564.9586181641
08NE063,WHATSHAN RIVER AT NEEDLES,BC,Discontinued,49.87083,-118.10361,1950,1951,609,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,454.8286437988
08NE064,BARCLAY CREEK NEAR FRUITVALE,BC,Discontinued,49.08944,-117.55639,1945,1948,2.49,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,660.5055541992
08NE065,CREGGAN CREEK NEAR NELWAY,BC,Discontinued,49.01111,-117.27444,1945,1948,2.12,,R,Flow,Seasonal,N,N,N,,VANCOUVER,,N,828.5097045898
08NE066,ELDORADO CREEK NEAR NELWAY,BC,Discontinued,49.01611,-117.27722,1945,1950,7.77,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,798.5170898438
08NE067,WALKER CREEK NEAR ROBSON,BC,Discontinued,49.34722,-117.74833,1946,1950,0.67,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,553.3533325195
08NE068,UPPER ARROW LAKE AT BEATON,BC,Discontinued,50.74,-117.7325,1946,1946,,,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,441
08NE069,ALLISON BROOK NEAR BRILLIANT,BC,Discontinued,49.41167,-117.68472,1946,1950,,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,739.0484008789
08NE070,LANG CREEK NEAR BRILLIANT,BC,Discontinued,49.41222,-117.68778,1946,1950,1.14,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,734.1333007813
08NE071,KELLY CREEK NEAR FRUITVALE,BC,Discontinued,49.105,-117.51917,1946,1951,31.3,,R,Flow,Seasonal,N,N,N,,VANCOUVER,,N,743.2130126953
08NE072,NORNS CREEK NEAR CASTLEGAR,BC,Discontinued,49.34778,-117.66806,1947,1954,194,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,487.431854248
08NE073,BLUEBERRY CREEK NEAR BLUEBERRY CREEK,BC,Discontinued,49.25556,-117.68056,1956,1969,145,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,631.2402954102
08NE074,SALMO RIVER NEAR SALMO,BC,Active,49.04714,-117.29429,1949,2018,1240,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N,595.638671875
08NE075,SULLIVAN CREEK NEAR TRAIL,BC,Discontinued,49.19222,-117.73,1945,1946,11.7,,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,668.4002075195
08NE076,MERRY CREEK NEAR KINNAIRD,BC,Discontinued,49.29444,-117.66028,1951,1956,3.63,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,547.2067260742
08NE077,BARNES CREEK NEAR NEEDLES,BC,Active,49.90518,-118.12547,1951,2018,204,,N,Flow and Level,Continuous,N,Y,N,ASSUMED DATUM,VANCOUVER,,N,588.5494384766
08NE078,WHATSHAN RIVER NEAR NEEDLES,BC,Discontinued,49.91222,-118.12333,1915,1965,396,,R,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,603.4176025391
08NE080,HANNA CREEK NEAR TRAIL,BC,Discontinued,49.13583,-117.79139,1953,1953,25,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,837.2288208008
08NE082,CAYUSE CREEK NEAR DEER PARK,BC,Discontinued,49.40694,-117.98889,1955,1958,51.3,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,591.8717041016
08NE083,LITTLE CAYUSE CREEK NEAR DEER PARK,BC,Discontinued,49.41111,-118,1955,1958,24.6,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,558.2805786133
08NE085,SYRINGA CREEK NEAR SYRINGA CREEK,BC,Discontinued,49.34444,-117.87083,1958,1960,21.5,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,504.0587768555
08NE086,GIBSON CREEK NEAR BRILLIANT,BC,Discontinued,49.36528,-117.65833,1958,1959,2.02,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,734.1719970703
08NE087,DEER CREEK AT DEER PARK,BC,Active,49.44847,-118.042,1958,2018,81.6,,N,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,676.7059326172
08NE088,CHINA CREEK NEAR CHINA CREEK,BC,Discontinued,49.22778,-117.69167,1951,1980,28.5,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,533.3480224609
08NE089,PETERSON BROOK NEAR BLUEBERRY CREEK,BC,Discontinued,49.2375,-117.67278,1960,1968,,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,545.2266845703
08NE090,BEAR CREEK NEAR TRAIL,BC,Discontinued,49.09889,-117.63556,1956,1960,40.7,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,496.2082824707
08NE091,IRON CREEK NEAR BRILLIANT,BC,Discontinued,49.28472,-117.60556,1961,1966,7.77,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,722.2190551758
08NE092,OOTISCHENIA CREEK NEAR BRILLIANT,BC,Discontinued,49.29306,-117.60556,1961,1966,0.52,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,722.6633911133
08NE094,CAI CREEK NEAR BRILLIANT,BC,Discontinued,49.26722,-117.62417,1964,1967,2.85,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,561.6225585938
08NE095,CHAMPION CREEK NEAR CHINA CREEK,BC,Discontinued,49.21917,-117.64889,1964,1967,67.9,,R,Flow,Seasonal,N,N,N,,VANCOUVER,,N,570.6341552734
08NE096,BEAR CREEK ABOVE FALLS NEAR TRAIL,BC,Discontinued,49.10167,-117.63111,1964,1967,40.1,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N,603.9977416992
08NE097,PARKS CREEK AT PARKS,BC,Discontinued,49.16806,-117.48889,1965,1974,5.44,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,763.5134277344
08NE098,COLUMBIA RIVER AT CASTLEGAR (AUXILIARY GAUGE NO. 1),BC,Discontinued,49.31917,-117.65194,1961,1974,,,R,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,417
08NE099,MICHAEL CREEK NEAR CASTLEGAR,BC,Discontinued,49.38583,-117.69028,1967,1974,1.37,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,641.4564208984
08NE100,BARRIE CREEK NEAR CASTLEGAR,BC,Discontinued,49.38472,-117.69056,1967,1974,0.93,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,637.5792236328
08NE101,HALFWAY CREEK (WEST FORK OF WENSLEY CREEK) NEAR NAKUSP,BC,Discontinued,50.25278,-117.70333,1968,1975,2.07,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,1251.7702636719
08NE102,ARROW RESERVOIR AT FAUQUIER,BC,Active,49.87205,-118.08169,1969,2018,,,R,Level,Continuous,N,N,Y,GEODETIC SURVEY OF CANADA DATUM,VANCOUVER,,N,444.7744750977
08NE103,ARROW RESERVOIR AT HUGH KEENLEYSIDE DAM,BC,Discontinued,49.33833,-117.77056,1968,1992,,,R,Level,Continuous,N,N,N,GEODETIC SURVEY OF CANADA DATUM,VANCOUVER,BRITISH COLUMBIA HYDRO AND POWER AUTHORITY,Y,429.2373352051
08NE104,ARROW RESERVOIR AT NAKUSP,BC,Active,50.23744,-117.79785,1969,2018,,,R,Level,Continuous,N,N,Y,GEODETIC SURVEY OF CANADA DATUM (LOCAL 1970 ADJ.),VANCOUVER,,N,449.9618835449
08NE105,COLUMBIA RIVER AT HUGH KEENLEYSIDE DAM TAILRACE,BC,Discontinued,49.33889,-117.76417,1968,1992,,,R,Level,Continuous,N,N,N,GEODETIC SURVEY OF CANADA DATUM,VANCOUVER,BRITISH COLUMBIA HYDRO AND POWER AUTHORITY,Y,427
08NE106,BEAVER CREEK AT THE MOUTH,BC,Discontinued,49.06944,-117.60083,1969,1978,267,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,422.8960876465
08NE107,ARROW RESERVOIR AT SHELTER BAY,BC,Discontinued,50.62778,-117.94444,1969,1974,,,R,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,491.2388305664
08NE108,EDGREN CREEK AT THE MOUTH,BC,Discontinued,49.01722,-117.72222,1970,1974,3.89,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,823.2213745117
08NE109,STUSSI CREEK AT THE MOUTH,BC,Discontinued,49.02333,-117.71861,1971,1974,1.3,,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,895.4744262695
08NE110,INONOAKLIN CREEK ABOVE VALLEY CREEK,BC,Active,49.89695,-118.18984,1971,2018,298,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N,522.3860473633
08NE111,LITTLE SHEEP CREEK NEAR ROSSLAND,BC,Discontinued,49.09833,-117.82778,1971,1974,1.27,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,1314.8723144531
08NE112,RECORD CREEK NEAR ROSSLAND,BC,Discontinued,49.06111,-117.86778,1971,1974,5.44,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,1190.9128417969
08NE113,KELLY CREEK AT 850 M CONTOUR,BC,Discontinued,49.10944,-117.50222,1971,1982,23.1,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,844.7092285156
08NE114,HIDDEN CREEK NEAR THE MOUTH,BC,Active,49.23454,-117.23917,1973,2018,56.7,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N,753.4183349609
08NE115,APEX CREEK NEAR THE MOUTH,BC,Discontinued,49.40694,-117.20278,1973,1975,21.8,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,1004.2523193359
08NE116,CLEARWATER CREEK BELOW QUA CREEK,BC,Discontinued,49.39028,-117.18889,1973,1975,49.7,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,1038.1160888672
08NE117,KUSKANAX CREEK AT 1040 M CONTOUR,BC,Discontinued,50.34333,-117.51806,1973,1998,113,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,1069.4320068359
08NE118,"TRAIL CREEK AT FRENCH STREET,TRAIL",BC,Discontinued,49.09639,-117.73472,1975,1989,51,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N,522.8502197266
08NE119,PEND D'OREILLE RIVER BELOW INTERNATIONAL BOUNDARY,BC,Discontinued,49.01472,-117.36778,1975,1991,,,R,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,540.9290771484
08NE120,HILL CREEK AT MILL ROAD BRIDGE,BC,Discontinued,50.67556,-117.82444,1977,1980,28.2,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,498.4740905762
08NE121,HILL CREEK NEAR 820 M CONTOUR,BC,Discontinued,50.68528,-117.77306,1977,1981,17.1,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,782.6018066406
08NE122,MACKENZIE CREEK NEAR 520 M CONTOUR,BC,Discontinued,50.65306,-117.82778,1977,1981,20.7,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,530.3099975586
08NE123,CRANBERRY CREEK ABOVE B.C. HYDRO INTAKE,BC,Active,50.79389,-118.08073,1980,2018,99.6,,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N,742.1857299805
08NE124,HILL CREEK ABOVE SPAWNING CHANNEL,BC,Discontinued,50.67806,-117.81111,1982,1984,15.1,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,508
08NE125,MACKENZIE CREEK ABOVE FISH AND WILDLIFE DIVERSION,BC,Discontinued,50.65556,-117.81639,1982,1984,,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N,559.7640380859
08NE126,ARROW RESERVOIR OUTFLOW,BC,Active,49.33889,-117.76417,1973,2018,,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,BRITISH COLUMBIA HYDRO AND POWER AUTHORITY,Y,427
